digest,character,resources,first_resource,first_slot
7c0efb63c2d16ae18adb9e32be818426df46d9c0,鉱,22,29,20
7c11eb08728e71572ad6e554a9e97414de18d7f1,立,9,49,1283
7c1a0524d304607f54c1204be28b2ce678850da9,外,63,33,234
7c2337d54ee6c7488d4b142a822640312b9c20bf,襲,35,33,89
7c468fcbd72df5cdb00376e772d74c9d8ef4c665,怖,45,39,756
7c641e2a7e8e9d9178b627fa5ab6a1a9519b3b89,”,7,641,200
7c73145514d087e1b8b89b5c39c886b628c3f0b7,亡,36,39,507
7c8d12b8d2c42538640d26514f28fc300fc237bf,崇,4,641,788
7c929801597f8321db332587fb584e1afae98703,頭,12,43,193
7c94ce98b2abb6bd76ff66b39930d95b2a144ec7,仲,26,39,227
7c9a68fe4da23bcbb004a5a4e54477de7d716668,天,7,29,301
7caa26e0826def3c8fdc1c3e8427b85f3113bfbb,慣,1,650,1248
7cbc7cd779bf948528b9c2a53d767870fd54a366,娘,24,39,799
7ce812268772981312db88d384c7a927c3b3e055,市,1,650,1103
7d02ca00cae535e1c738ce59de3d96f62dc7d620,説,15,10,102
7d444e9809f9bac1c608a2e348a2f03b1fd610d4,召,27,39,575
7d5eb97db25e3324cd2838346c6d0baa4e301711,尋,1,1299,303
7d66ea921b3206f24d6b65a9e7ce6114c29083db,呪,11,49,182
7d9439078ff4aabba53b31cade1b16d01812b891,暗,8,29,265
7da8bda579cf27e99fcf16a26d287d2d8b457773,傷,12,49,192
7dbd9c279db9820df269f03cc8d45584b9e9ea00,核,4,641,1047
7dd1d9b3deec97c4529972a9769b73d68c6dfeb0,本,56,35,166
7dd605a2dbcb58112fcde2108d2c0f0ba085258c,雄,6,47,207
7e00ef8a1cd2c9b0115896ac7cdae7b2ab49c0bb,境,8,10,153
7e43de13e1a11e7e2ff6f9e954e741d4bb1071dd,く,48,10,95
7e4689adc4f9d5170a34f840fd6834eb50932eb1,幸,26,39,460
7e5ae933c15004164412781b5502d105fd2ac755,元,21,24,121
7e92948c5e51cbd6db1596ded1611ad13652f478,源,5,31,65
7eabd5fabbc8c2a1907d0ca7f599d512ca751bfe,歩,32,39,308
7ec503562ffb8b2097aef6ab5a91fc2f6fc1e7cd,殿,98,29,40
7ee016d81a3b4ff9b2d85e1fbf4556baa0e8d593,カ,72,10,134
7eec98c878654eb8c215fd9d671de6d28b6229f8,周,23,39,449
7f1209338cc9aefb2d4b8501c1cc438ee9b01ccb,怨,6,641,523
7f31f9a3faad026da867b6587c036660d786fef1,飽,1,1283,71
7f375db1aaffc9d6aa9e9cf81ae4842057f86360,息,24,37,111
7f42897cf90cda07c00b548433327d4789ac24cf,重,17,49,1269
7f4713527003342b4a438e5c5c30899fb4bbe077,超,6,33,263
7f5edebbca6318e74cc18afc7f27b74a9a09cf38,3,4,645,20
7fce8cd93454d3eafdf25a51416d8433af425f44,構,52,39,37
7fd6ff4e6631d17532ddc03e70e6376354977b3b,手,329,24,2
7fdf8714cee24a6e901757b0c9f0c2cdff89fb2c,の,187,24,82
80011217306b528a378adefd6d11a5f64233a801,候,1,650,865
8015a5f8b8d8ce71614034dc91da412ecabbc44c,栄,10,33,156
8018319e02b658b4faa857495b2eee963ff121fc,国,6,29,81
803a485043d5f70ca790bd7cf34c367e19040390,テ,76,10,55
805a108a975be3039f5515b3585ac991db83f77f,人,103,33,169
8078a61745373b56d69a7020606803781d8f97a5,政,1,650,1110
807d0a1eb41c49c17f345288d9fa0f060757d033,若,4,641,879
8082033f0ff9057eed858cb1b82e9ebab4820d1c,刑,28,39,732
8099bdd1bacb13d6dec62e6e8ceb9ffc4245d3f1,又,5,49,141
80a1c9af50089e7fb374e7183f953514912e4506,ウ,43,39,218
80c5364f7edbb0700b502a0d60ced4d86302edae,そ,24,10,91
80d23f6eb05ba851828d9fb9a0c6c8727f1d79f1,誓,7,401,132
80d46efe4ba2d9214eca31f46f9d0dcea6f9f67c,3,1,10,218
8135b33a18735d0705d1cb9a1373e26de58ef58c,臨,1,650,1113
814889b11b293bea069f12d2960356953f66e88a,噂,1,650,1022
815fa7d34e5b5fc865f5e535d92a6b1fd1a9c19b,決,35,33,212
81753d47d39acac431dccb250083f22565c613d8,歳,1,650,1101
817b1ecdc852199548ce8ce952c79863ca566104,器,25,29,246
8199e57f7c5ce25c659b71742affde5aa0a5df56,宿,37,39,844
819d46bea9af37045319b1c29833ab2cf96411f2,兵,19,29,245
81a89fd487a3ec9673e6d7707be18fc38ce40a11,関,1,650,1266
81a90febed831427651a8d3926c748c922d1511e,ぎ,24,39,196
81adf1e1e85a54bb8894a9c0ae96ff8f64d457f8,護,56,39,541
81aed2e0abaa0dd9d3b836236710e240b5163213,S,1,10,199
81b495deafb674d557d665e80b0a27c94cbd4419,負,4,641,681
81bb6767432382182a348ec13a86547cc2dfc82f,2,30,10,35
81bcf1c957211718f639839f724ca6b898c0505d,師,51,39,664
81c7cf4792fe05e9cc08af80711a0e4eedddd99f,離,36,33,285
8227667245f9c5aaac92b3f09d49993a4e493378,で,42,10,86
8233dc19a28e4548965b84ee07c58711bc1ca6ba,違,43,33,229
82751742160a020c84decced03d900a0453388d0,霊,28,39,472
828c7e2b2573c360bc66c377c8e2bf40cd702ec9,引,11,29,277
82ab07814214036fec69d15fda30ba11a5e620e9,中,53,35,195
82e930614863b5519b5250f1326e27748bc9eadb,遮,3,647,678
8312ddc71e25158e4dc76e88ad7cb7bc2a755fae,捻,2,647,659
8353ae32f3d2e266adfc2ada67fce07bb38c7efd,務,27,39,699
835585159853d635b379848ba357ba96c59f989f,見,17,10,172
83662537f7c106ca4f673236ac26733541d78e39,b,1,10,209
836ed44bbc6b10296850ae412077d4ceab2e3092,以,34,33,233
836f08d42ec975d603a4a1fa6f4182629a373d96,教,10,29,261
837e352d6fdf07c2db3edf0a500bb812b5aec2aa,織,4,641,832
83c9e9c50afd66871cd6a0d38c31467b79941539,ぁ,40,39,440
83cf44f719786bd496ea355c8cc950a6704e6c12,年,14,33,319
83d943e15415767d18ad0ae2f70b787d3a49daaf,瞳,6,641,312
83da41cf31d0d8c7213b5d24e90e7f9e74617e1d,へ,75,33,150
84368a07763e027e64a2315551575d0d0257ee3a,月,11,73,10
8438078b922a17903f600403fc63b66090403b3b,伏,2,137,89
843ea4559c4beb82592b86dc086a5713d2a6ccda,緒,57,39,637
848df88b115b69f3a5ffe50b33fc13fecf1bd542,杯,6,641,275
84a469e88af258548e47ff818ce8c57f0e9c7378,燐,6,641,461
84ac0d9779e5005e621cac518da92ee2b6bc61db,精,45,29,54
84d36bdd329629189fd870fb4244b38a369d909a,は,172,33,38
84f6b25fbc9c17723b37711675cb5b847b71e91c,母,4,53,188
850d2e0785c51dea5dc8cd63960a1a179fb2de36,秘,33,39,834
853854d05ae383c46c5c9d179fdcc909cd08e723,繋,2,29,282
853bbe3e0af9bf39c6beb9b1e34ae77160143673,材,27,43,59
85b0f958834b3a41159da5b0842e8e551ebb6bbf,尾,8,37,155
85c72a377f29e21ba7bb9651ce938e15e5ff0788,姫,2,75,118
85d83d9ccff2fedff170d5aed6262d564c769416,ケ,50,10,46
860e9254027dcdf7ebbde6992fc750eb3582c699,土,15,49,1225
861ef1debe9380442aeca4899a7f68e0afc2cf68,魂,42,39,224
862303c223b90d3276424ed5cbcc1e40585f2a8d,鈍,24,39,808
863283d021e86ab26e4173e2808a3d54bd5b01d5,従,23,39,827
863fbf0fbdfab2c0ee6eeb3133f1e04ed3b67bbd,陽,8,327,3
866050cc9581d81767a4d148e7046f86f623279f,三,33,35,208
869b93f30b8020424d14a61d0b769088fad4db1a,H,1,1393,13
869efbdd26d91759fbd046f29d3d891cc46f9f7f,野,24,39,301
86b76ff8c57c002ae4e5c91dde82f865848686e8,崩,7,641,399
86cec3e79c6f2aa1fdb9d32ef164ec71c2bd6897,判,3,645,1259
86d2ef499f027dd591661ef5d8b87c52cdd8b632,蛍,6,641,522
86f2af96cb190d44079645e8f678fa40e57ab143,ゥ,31,29,18
8718bb4fc6f0a23e30402035ea065e9e4574bb82,告,26,45,74
871e4b7fd8398117eef3dd80086cdfcfee9655de,前,75,35,254
871f39992d4507f231f4bb67d9ff12b60867ba52,筆,1,650,1164
8778080ef915c3a3b43091a50a6190738d17746d,め,127,33,179
8779047198cc0703904793bca921e1a14d8a7362,伝,49,39,724
8779c960fb42b023c964799a303c5dc87423e91e,M,1,10,189
8788bd1c6f9b1c329dc08e10b941f1f9c3e2cd79,O,7,641,891
879ccfc79f100db872865c6c127a7fcc64aa516c,許,36,39,212
87a438e785709b949bdd7d1cff6e19d879413c25,王,92,33,167
87a97c8bc8fc48ff9ffdf5b71a3b38f5934dbf63,払,31,35,112
87ab15be38327df1b6640b83b2a0dac1961a53a9,ぱ,65,24,62
87bd696565b5a685bace4d53d7c41c7232bd7e7b,局,23,39,475
87c30ae52577c45a97959fcfc0edf35ad49f9094,デ,193,10,143
87d899f4d1b18d0d315afcb2ceef883967efcf95,我,71,35,303
87f1d666cad6ce04cb9685f969e264244abd32e1,航,8,33,145
8815aec3679911e6f44441388118a9fa97fa73f4,虜,4,641,660
881c3760d56297e80c7f9848cbb4bed7d3dce66a,T,1,1393,12
8825df640ecd8694f51ecaf394920b122440ca55,愚,6,641,424
88592b8f83e20950714e969b9b698b7801ba05ad,1,124,10,62
886057da5846a36f1cb38900f32cdaa340daaffa,i,3,647,562
886f818618b8c3cfd21c6eb4539b2e4c9cfe5f50,曲,6,641,173
8870c52e8f581150593a075bb0f4c94e369ad8c5,反,27,39,713
88a5825ebe796cfe8faf6890def95a270eb2e860,受,36,33,231
88b145dac56e933e1fd356c2396c4e86b7878c15,手,91,33,127
88df98241bbc9c5712b679399a2682c38ee058a4,陸,29,33,180
88e9b8b479eec30185c1df6ab932820f38a22511,輪,28,39,505
8949d4a0b6208c304488eefc7eb50e0f98c3da22,ち,1,10,267
89787b18460a390f458801d71b45c62798ba66e5,挑,3,648,489
899ea1af5f8d36d74fd2b5b5bb041571e2552617,ケ,27,39,438
89a28f07e9fe8398e03b772dc873c2ab987f581a,真,11,43,180
89aec41ad54f865defd5d7af30729fdacc59cc05,麗,6,641,469
89cfea0acf1549a14e1f50d7c5cd37938435be30,選,33,39,109
89eedd2e5e113619142878dceba6f3c396ba9183,殺,28,35,225
8a27f04bb88bd37038404354b73946927c7166f5,F,3,645,14
8a2839180673543f6545de06c84ef9c1168f341f,ァ,55,39,498
8a3f5127f6170523d7bbe1c7075cdde9b9e77f46,過,59,33,267
8a899d6180b8395c0167f06e303b566e9bf050a7,港,6,33,303
8a8aea67d478159d8782deb79b4e2e971b72def6,母,27,39,532
8a965eba5bc08cfb3cd256f0b4b5af9c58dbc77b,て,182,24,65
8aa7a5b2d0c0961b0b9f1b62a3883e76d899b40d,朴,1,29,181
8aa7d434da1e512d58ce297c02fed4d273c793a5,ラ,321,10,168
8af038509f0464c989fa99360c62fb2fb8e35f2f,フ,78,35,161
8b179d7209dbd2ff35f4046177270d7f063b294a,L,5,10,170
8b32f864e32d561bd5caa219a1d9714418d8656c,撃,19,49,100
8b40454fb31c4b51cefc77d3bb5c5197cc9954fb,刀,10,107,339
8b4d95147a4a22904b41065e81dc157caff6c94e,険,21,41,237
8b5d45aecd3bf3901cbf9919013fc84416246f15,ぎ,9,51,183
8b6b0c20e5d6720cb6355181eab05d80b9d23cb8,ヨ,29,79,240
8b6c346aa820c4c1b16a9e141fb1aafdcbac3698,プ,162,10,0
8b6cb5e66bae83f6ee1e26299f83d172cf4aae30,だ,162,24,78
8bafaf335f7e46c83ee85114fa0fb53710670bb5,後,69,10,302
8bb94e370ab0298eff1474da2e8241972b371264,男,31,33,174
8c14b452cabb9cea374526134072c4fe3a0b0709,操,15,24,48
8c26eb8e38dd129ca5f6af9d485db7b894b1d7f8,穿,7,135,11
8c58aa59f3e3774a4b415b9661cfa5d660dceb64,量,3,105,307
8c64ec8f7bd371609f604493669adf3176fd75e6,M,3,10,120
8c8e001f159824fab04c9ec433db2bbc642a06f5,ま,1,10,255
8c918e606fa62ceb158524ef3997e29359b2f4b3,戻,26,10,119
8cafc8f19f64b242f68eec75f6d21fea6f0f3f56,分,15,43,224
8cd8eb789f3254ecc2253e8048aa43a7749d1a84,潰,5,101,33
8ce5d63b35da6ed572ba085d553c5f0cbf898415,カ,41,33,104
8cf883445007cac430b2fd255bdb513cab09adb5,ム,186,10,110
8d07f5f141030d7880f6f1ae9e13df40b517890e,歯,7,129,88
8d0c5181c99935ccf10597ae9d170e063e1c31ca,在,33,37,80
8d0f922f7eafc6aa79429953c4b070f85f65c004,箱,9,641,486
8d0ff3b06455f7b9876902e5334ee91dafa5dd18,酷,22,39,450
8d1f9f025a048ecee0579191f613dc018e3514de,牲,4,641,1004
8d27c73d2e4898556c4269ecfe44287bd18a782e,j,1,10,210
8d2c2d0b709aad88ba38f7e8c8a318db9a8f52dd,驚,4,641,808
8d363be08be2e7f056fe300906653042cf5bbee7,威,11,49,229
8d8592b050f92c95b237c536939df233ca886756,痛,5,641,1030
8db2887356e1de9edbe320fc060d51269c3c141a,機,7,29,223
8dc3d1244a19a14f322a9b3ee978257fb1a833bd,ロ,90,10,1
8df843bc2259388ef37af3d050f730097fe3992f,重,28,75,28
8e1e8e97bc73d5650067b0ebd39485e36f731020,迎,4,641,641
8e2888d08ad1d2a48ea6ec574666691d981866ba,半,23,39,380
8e3fc48f217019cbd3c73df56d86f25e0d27d15b,誰,5,29,321
8e44935c0ac7b8c2066c93b8b9fcfe125c9b0793,宗,1,29,260
8e4ba8ffdd03ea5f9622baa760247dc551533aa7,ワ,15,10,83
8e6e6869871ee1504ea0236f3868c19486248cfc,B,3,650,826
8e7c7a558d207b165417cc62824eb5961400abb0,評,1,650,1165
8e9b2f11493955bb62a4ee8f03e002ff01aac7fd,両,8,641,564
8eb601cfeb9ded75b84fb0b735e113169673c4a9,有,26,39,56
8eb8f42e4d414da15769b31f309b40c19175b89f,誠,4,641,1148
8ec56915f5269f7db6f78881d9d1cd3133afe98f,毒,11,49,167
8f25e173067587882dd831a7484fa2227fa0bc8b,ー,1,10,259
8f2cc4e69221a9bde1800e2b07042ba51a03c1c7,幕,1,650,1107
8f4f093b695f223ed3e3c410e3cf460915203f1a,卒,1,650,1156
8f51d74f01c1a33d5aca4250f6192da245de9f56,択,6,31,22
8f6559442c5e8df3799500438c734a9e8274dd0c,御,21,41,181
8f7f795d631950cf901668f521b84dd7e6faf5c1,P,8,643,91
8fa1dc3b29ddf8bce72e2c13d26389fc0ebfc749,改,6,641,581
8fad38dc2418affa02f305d18627445b91c65128,主,37,35,302
8fbaa78bc7de96852206a1d8dfae908efe3b9aaf,波,6,73,12
9014ddfad591572d4050274653ecbb452158ccf9,確,12,167,100
902765783ab83750950d227130146b35374a741a,完,5,641,819
904a8e1efd31176b6428cd634c8f774faa962d09,導,33,39,645
90521df01ce1c8cc1f64b375afaaee49121bab5e,十,8,49,225
90764d8bbff23b4dbb0b57573f405682624c35a5,元,45,24,70
907ff602d7a2218d0e84c1ff24711e8e4e832c8a,因,1,650,975
90d48d87afdbaa5a0059e090ca676abfc4862a3b,感,5,29,323
90eb35801bb53894df814813aacdb76584bef400,パ,101,10,295
9112279b84eb07fd2f49a15062f3a40bec507327,験,17,79,304
912c4164e333de14054fde4942449b54b65ecad0,権,1,650,1290
91309fae68c0502498c81aee92cc6bb8974a9dae,捨,27,39,639
914aed63b70668d170a855503e64428191a4d294,悪,7,641,440
9195914f5f8ab9f2744c80535b94d6da3703b13e,普,27,39,304
91d0922a4a07025818e32237dd4da35121228f96,題,25,39,257
9217b013138d0bce9f67ad99c7db3ab5d247d3b0,通,47,33,18
92187225ec19bf7ae7c497c3045d69339ccfe21c,期,26,29,84
92551f3599cc7277076a6895be72119206c1185d,南,5,49,8
925797a141a3140988bd4c080d90f021317409b5,際,10,119,226
92658ccb2142d3057ea7e5809a9842769c1e2571,ッ,111,33,165
929607b0ac406690659989b17e7bc136eaff8563,矛,7,95,219
92a691e4f6399d73b9242bfb58bb19e50c970a79,思,93,33,162
92b4d0b4f9b2d4f9314ef2690fe8f9c9454bdd97,働,23,39,814
92e1ec158f0e2effb7c7cab65dbe657253e24e4c,レ,102,35,159
930a838d0ab8dfb34563150e9c2f835ac2780af5,.,8,641,1205
93368aac31b560e270d64846bccb0bd95ca4a6ad,死,22,29,253
933795c531b0a471dca7c8f4987b92440940ddfc,コ,24,10,38
936d788365bd0dc5749457f86fde9edadb9aa168,嫌,54,33,197
937b63b269c2737d7154ea43237cf1d6cb65831f,…,195,10,228
93834b1c3850ab8f915239d59b8cb52569f8cbaa,動,45,33,194
93c787bf5521b38e6e65c0fc1b5a33bca250e8de,視,6,641,313
93f78eae40a9de9836a4f24ec2e037812f3d8e18,酒,12,45,201
93f98370f0e5aae66f175728c5d2fb216807887a,鋭,7,641,647
94338119d55045d7deec86f19e999a6f54a81464,期,46,33,143
94616fc0d7064005b9f5dc9a8e673630ccd865ab,懐,2,647,590
9466a0139a90d6f448e1810adacfa2c7fa8edc4a,U,1,10,202
94731c1282cda20ecd5b13070554c07a2ca7e46d,来,10,47,187
94b5edca5ac16b9f1c37e5fb6ca19f7cfd97fbc5,牙,6,641,338
94c179f2d642f153513f773a0e76dd74b169dbc4,意,41,39,265
94dfce2aa99973ede71d93e33896e2bd19f7fff7,任,2,647,625
950053345aaabbb650608bd05ff39ec452ce2678,凄,36,39,774
950f62a34e81cf333f235e50320d078e22eb10c1,巨,8,29,128
95299482e4fc6815fd0c15cec645b0077cadf03b,食,8,29,235
9562dc924984642671aa9e76f18ca3eb6a54fd1a,明,17,10,103
958693be83d7d97ae1f3f74dcf175d5b3a2aded5,喜,45,39,884
958cdf40a240b1763e4b1cfe7acca8ff8748be67,聴,1,1393,94
95da0195ba6c88cc1e6627786585b79296ea10bd,で,1,10,287
95e03bb15016d0f1452e86ae59403372a7561ce6,守,10,29,158
95fe2f5a12a8831a64fb2b262292185dcaf25fd0,阻,1,650,978
960898bba789c78927e7fd6e50a2922350a21b49,魚,6,641,485
962f6c7b57f3258aa065d4c1292dd6d9ca6c194e,咽,2,647,581
963c65e9c935963d3b63504f0bf871dc6af5a816,極,26,39,306
963fc8859c4c5c9a70734ed1d1d58936a905b8b4,産,7,29,209
9652c40ffd5adb0c74df7719ae169c3357fa4d95,新,12,47,252
966a2aed117e5fcb7112774b4112b751dec9f419,二,8,69,2
967790c7231c71e5caaf71dd2c995f542df69f6f,ゴ,44,35,231
968656052c22c89169edeea4f317b07330561199,明,34,33,54
96a0aafec662f977873f4348a27403c512eeab43,免,11,41,182
96b5ea5a50d700042d85a036f0c6070180c91a2f,容,6,10,149
96ec4b356d26e8133b5d3a7f87bb4555d4f89114,選,9,31,21
970ed38d890959a1b3091e610ce511c690b9730c,費,9,245,59
971d7014be31c785d3707b0d48d4ee360b8c92ed,ド,99,33,215
9755e8b5e88e4c105fab32d60b3e2fdf37b961d3,モ,35,10,88
9763673d2bbed99511d0681ad274d4bc180b2cbb,）,116,10,22
9767f296892094fc4d33bcc818d824d8dad8edf7,齢,4,641,1062
977dc15459c3e7a1378989d78ade2b8668c85fe8,軽,45,39,605
978ea5928a590d87dbb41d4650f3968ee88d7a87,状,26,35,137
979248bf92316942abba394fd467ba8b609d6cb2,等,28,39,568
979f876a51f519508923f2888cc6da9170480e34,治,5,641,1014
97d95a13ccead0bdb3bcfee20047e91ff198fe36,ト,64,35,174
97e68b908be8c8ac7bb7861521b219a263f0748a,匹,5,641,796
97ef11218ce70b99b0171e7e5a1aab55659db4a5,ぎ,66,33,268
97f5a792126f7c00410879acba26b9d9546359fe,谷,11,29,75
97fb611a1ffc5593d9675283967b76b7a3b8d84c,称,4,641,759
98244fae437783181a63cd5641fb5439380e30f9,広,5,29,305
984496e5e8277c02cf42bb8d65933de53d3c4f74,過,10,51,188
985c8a55290ab5be1bca4dc4a97ee5b68c095f23,2,23,39,425
98702a558de269d5d1e27e356a8cfb59f671a235,副,1,650,1154
989ac7bfe38cb04e18605c7c8b45197fca489594,裏,7,351,16
989cf9815638a1596790ef581c5d38d81916796f,況,23,35,138
98a81950282f29094f6aa3f83b61eeb5fb8999fc,隻,1,650,1301
98b20127c122156f1426a78566a099c79000f143,現,14,47,215
99101ed2baad7601cbe4e3b86aab9f8a2cd73509,感,62,33,112
992a9a8d6aef0c76e7c5e46c22240456012cbc7a,衰,8,49,187
992cd4b4c48a47f5a55bcd08ef707de625886fd2,”,1,10,24
99324892f2778dcf1d587da255fa6d33709eef59,首,6,641,412
99345f5dc93ec828a03a245609762315b758999e,役,49,39,402
99a94d109f23f771dbdb3ba19b33002c1be8a68b,当,63,33,308
99d5eaec091eb0a7adfb11e8faca3ce052156bf4,品,10,43,306
99f9155b77804cf02e26fda2930f3ee9e2b06f63,鎧,10,43,218
9a6a54117bcec9842977358aab4e0c1dfc209733,口,32,39,432
9a8ec0eb66ae892a2216a021cb7b84fdd9733bf8,狩,11,37,149
9a9ef69576e1520c69ab470c0388edc0a0caa907,誘,3,29,193
9abe0f09f2490ff55df5dc8190c613f7d1d4b586,騎,24,39,776
9ad31342bdde044a64bb20a94abc4feae308532d,臭,4,641,1063
9ad6695b818896c6ff2fedb395a340e613701cec,城,41,10,264
9af911c90fc821003c4c60389594e6334bdb0331,ダ,113,43,215
9b3ce54c93227fde4c146849e0ced40e1a199f68,捧,1,650,1145
9b6bf9926bae061a4acf70bf33cd1eaa8c96d39d,ぜ,90,33,256
9b7c453ec380cd2d4236659fce9289f61813cc79,心,13,29,210
9b82b7b403bf57808f8e7b042963127865810e64,権,22,39,554
9b8a6a30bc061cc32ce9eb3fce7d1062088e1b93,騙,27,39,310
9bae44540374f84de51d2b951d31931cc51adf4e,イ,81,33,105
9bb61114d82e3990ddddaa8b2d073f9e16490128,束,23,39,725
9bea3aa667480aef58cdf8e33ea02ef3f1b06774,！,64,1195,5
9c188d030a86ad5a7b027def483ab728054004ac,像,11,51,13
9c1ce24c01558c8ce85c577bc80c418cfc416808,巻,7,75,100
9c1e0f3fb4cf56a11444df1acec2414badb81d8f,愛,4,641,706
9c2c750001f977d327c6da00ea73f7621d78a941,そ,149,24,66
9c4321fece9bf2da9ff08ce878a3511cd9f6c892,篭,1,650,1196
9c4a1798cedc7304dccb994de95ab90597205892,琥,6,641,505
9c5213e8922a7defe9b08606d3a1b3bc89a2a1ef,使,21,10,99
9c80b7cbe237b859f4daebde505af0f4e3571a05,礼,33,39,906
9c95200a5ebce03051c5d3d00d3f88bdab936c10,殿,31,39,202
9ca64cb6dbe34d02f0c221293baa4a7830b70146,ド,246,10,85
9ca9cb624e9dc3befb1e8d510c445a56d0a01425,E,7,643,93
9cceb8ce82e2a312610fc1981ce86fba555cb511,R,12,49,1250
9ce535a50e5f6618d0d596ec9c692b2cbf84c868,失,39,39,697
9d196c37788a447847a27bb535f3cc70933d79e9,多,15,29,195
9d1c97411104b8ac7ed020d22ae9910e9ac31d21,撲,1,650,1238
9d3b0639d5e9d0e9f49a313edfa65fcbe56dc168,願,51,39,204
9d3c056ac7071279bba2cb822ba215851616b804,襲,6,641,514
9d63e8135f8d69e7c84aee556a2c78f24b453080,何,131,10,229
9d77e0ab8910826e1a76fa1d96dbc321ea997326,孤,1,650,1265
9d7c69333c482baeb2eb2bf41ff68211a5bfa0a8,若,51,33,306
9db5eafa60c2f84f655f04c79d7aae56a48c352f,r,1,10,188
9dbd0c8b49e93db31f96afb336a6b40c804473b6,倒,34,39,710
9e12cbae9b29c824bc685c1887282f49598ddd2e,労,23,39,160
9e27ff3c60fc134d23fb7b4c46173a4c45e80fb3,B,1,10,203
9e32147064b68d3619668608fdaaf43f103e902c,る,142,10,94
9e5461764b3b8c0186fe0566d94762020cdf7bca,賊,26,33,96
9e834eeb084c8b6a27f912f6f904c5199b5f5fda,苦,25,39,159
9e9b62e3575c1cc785df9dd48884079aaae436a4,聞,64,35,83
9e9c2451e6e1351c91943d284aaf4d94d44b8ad0,a,1,10,179
9eb4f9909fed6ca0c63c744023a14daec8d2a98e,牢,6,641,436
9ec022eabdcc6e671f208086b8564ac972ef10cc,皆,35,33,294
9ed584bca81ff5d14d63f7afc2955f7744b354c1,勢,24,39,556
9ed8c7c3cc9ca4a0337c4fb0893dc0b7dfa163f6,途,6,29,203
9ee04c2fffcd1d73c51ef5433c27840ec02f9e8d,4,3,645,21
9f111b4f89c9665f30fcef4fd121f0374454077b,虹,7,449,5
9f12c1264ad681e3d57ab50355da0480703ada37,エ,70,39,148
9f4342ebbc62f0809f5931b859098e032aeb1879,余,35,39,275
9f5d8c75d07d8030a27d578106ad62bdc3f5c6a7,同,45,33,273
9f6d1d880f48c44486b332e6f6ecc361e55276d4,存,13,29,132
9f776e37add775ee7906fcc21d3958ab09452290,じ,16,29,324
9f99aab1780d39037ab48e56ea11bf6e47ac496a,死,62,39,283
9fbd48a816d87c2b11ce9d0364122a9f421d7273,範,10,49,230
9fc8bb4abe87d641383ca7ef3d07e8048d53013e,H,6,643,90
9fef9da4e628f91c12fe3a78ecdd2ac92e8dc089,拉,1,650,1239
a006af6419a176e0c38834d13c976b54b35f55ea,恐,7,103,116
a0234459ec68867fd1ab60e779bf6b489dc991f1,絶,14,29,240
a046eec7851e1306b0799037badd062913b81e47,会,43,37,11
a060cd95f7c7bac7a04dd460d53fe1bdb7834919,方,99,35,175
a0841d966a67c1b1af32377356771a112282e9cd,を,178,33,45
a0ccf4d60c86804f4a827caf24b1d50b2c9e94af,M,11,49,1247
a0e3d8d32cbc586c31f677c809df16e20e5976c1,禽,6,641,364
a0e4ef851f94e1e0625bc3ee2d85db1723a5dd44,バ,43,103,1036
a111372c2ba412bb1253570ba4ae73e8f12f0a36,虎,6,641,170
a126e85c319e8259bc441a4575046e38f9770cce,地,43,29,129
a1386e399a2f0fa7f69af6d05b40ab1b3a3d0408,か,1,10,232
a15a7b0cde5ff0232f0feafba0f793181cd9cf39,収,8,641,959
a174de73e36ec4a6f34b23ebddd89af0957b5b06,ベ,124,29,26
a17b89a6d28a5d4c20c1a6307044700f0922239d,ガ,70,33,216
a1ba8e910d25d196df61baebddf9bb7bb69b31fd,み,92,33,79
a1bd3362f9bc8bb96d114ca86d4108f4553d91ba,軍,2,29,145
a1d32d9081465e2614533a2472e80f42e1010640,墟,1,29,250
a207ab83452af404029e6dbdbe4fcefe78acd71a,生,53,33,290
a21900feffe8936ae242344d1a93d9ee01f32ae1,ィ,121,33,35
a24e26db49f41b5fc2b96c973b9e47fc220ce03d,研,4,29,247
a26ca26463368d056a60f1d3478147a45a78531d,犬,22,81,347
a27caab1d4301e553d8053123c06981918150721,俺,78,33,87
a2807f19aa3d7dd2a197400d6f0f09633020a6f1,盾,6,641,849
a29d2bc2c5320a1ee6783cd3dbaffe1d0eff98f0,図,11,29,325
a31350a9adbef495af3a2af731eb90845eb4b08b,気,116,33,316
a36366c2de510b1cae3ac2c306fc7c31697b6386,誰,43,35,227
a3830391c8b55fc50b6619077612c12398b92ccd,鳥,7,37,166
a3cd3f577b097fb9c97db8882e7c89a1445f9d64,ど,146,24,56
a3d5ab69e6eb74e712dbf3d0da1bb856c679e24e,石,57,24,108
a3d89293d678caed0639151e42e40fbe987a2126,著,1,650,1203
a3de57a353ed80d82e2665fbf3d867b544e655ef,封,32,24,79
a3e675ed19348472b3dc2f579cdf6eeaed52f2de,暇,22,39,133
a46c97712a7c4fd09bdddcbe08b100147b67840e,O,21,39,879
a4acb9a2a83add8b48808b8f66015a29d7797a8a,本,13,49,232
a4b08eb210181ce471a03a834f6b908c85c2c7cf,寒,8,259,22
a4bf05cd60e32fda8da11c22860cb6e07635970e,B,4,645,10
a4ca0a45caabac0b96f11014ace21a5b0407c87d,掌,6,641,538
a4e557b527d9f430a735d902004042d707e1fa9a,移,22,24,113
