original_jp,original_en,translated,occurrences,containers,notes
透器エーテル・レイザー,Ether Laser,Laser de Éter,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レナス人形・フルカラー,Full-color Lenneth,Lenneth Cores Vivas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ごぶりっち,Gobligotchi,Gobligotchi,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トライエンブレムα,tri-Emblem Alpha,tri-Emblema Alfa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トライエンブレムβ,tri-Emblem Beta,tri-Emblema Beta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
カースチェック,Curse Check,Anti-Maldição,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フリーズチェック,Freeze Check,Anti-Congelamento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スタンチェック,Stun Check,,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ストーンチェック,Stone Check,Anti-Petrificação,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
パラライチェック,Paralyze Check,Anti-Paralisação,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ポイズンチェック,Poison Check,,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サイレンスチェック,Silence Check,Anti-Silêncio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コンフューズチェック,Confuse Check,Anti-Confusão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ウィークチェック,Frailty Check,Anti-Fragilidade,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フィアーチェック,Fear Check,Anti-Medo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
パワーバングル,Power Bangle,Pulseira de Poder,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マジックバングル,Magic Bangle,Pulseira Mágica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヒールリング,Ring of Healing,Anel de Cura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
樽酒,Keg,Keg,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
淀んだ水,Stagnant Water,Água Parada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れたアミュレット,Broken Amulet,Amuleto Quebrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
死灰,Dead Ashes,Cinzas Mortas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青白の仮面,Pallid Mask,Máscara Pálida,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
祭祀書,Shrine Chronicles,Crônicas do Templo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
骨付き肉,Meat Chops,Tiras de Carne,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魚燐,Fish Scales,Escamas de Peixe,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
Gシード,G-seed,Semente-G,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
妖精の小箱,Fairy-in-the-box,Fada-na-caixinha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドリルラム,Drilling Ram's Horn,Chifre Perfurante de Carneiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トネリコの化石,Petrified Ash,Cinza Petrificada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた槍,Busted Spear,Lança Quebrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた剣,Busted Sword,Espada Quebrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた弓,Busted Bow,Arco Quebrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた大剣,Busted Greatsword,Espadão Quebrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた杖,Busted Staff,Bastão Quebrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
壊れた槌,Busted Hammer,Martelo Quebrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
金銀花の露,Honeysuckle Dew,Orvalho de Madressilva,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ベルセルクの草片,Berserker Herb,Erva da Fúria,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
秩序の原理,The Cosmic Order,A Ordem Cósmica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブラギの詩篇,Bragi's Song,Canção de Bragi,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
雪解け水,Thaw Water,Água de Descongelamento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真珠草,Pearl Grass,Grama de Pérola,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コカトリスの卵,Cockatrice Egg,Ovo de Coquatriz,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
覚醒の実,Awakening Berry,Bagá do Despertar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ディパンのペナント,Dipan Pennant,Pendão de Dipan,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーリィブレスコア,Holybreath Core,Núcleo Bafo-Sacro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シャイニングブレスコア,Shiningbreath Core,Núcleo Bafo-Brilhante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
腐竜肝,Rotten Dragon Liver,Fígado de Dragão Apodrecido,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
セイバートゥース,Sabertooth,Dentes-de-Sabre,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虫のカギ爪,Insect Claw,Garra de Inseto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
インセクトブレイダー,Insect Blade,Lâmina de Inseto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
バンシースケイル,Banshee Scales,Escamas da Banshee,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
音叉羽,Tuning Wing,Asa Tunante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クレストエストック,Crest Estoc,Estocada de Crista,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
琥珀,Amber,Âmbar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
堅牢なヒレ,Tough Fin,Barbatana Dura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レイフォース,Ray Force,Força de Raios,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
折れた爪,Broken Claw,Garra Destruída,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
戦斧殻,Axe Crust,Crosta de Machado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
視玉,Sight Stone,Pedra da Vista,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ビジヨンオーブ,Vision Orb,Globo da Visão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブラッディクロス,Bloody Patch,Curativo Sangrento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔眼のピアス,Evil Eyebrow Ring,Anel de Sobrancelha Maligna,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
鋼の蹄鉄,Steel Horseshoe,Ferradura de Aço,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マイトシンボル,Symbol of Might,Símbolo de Força,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
旋風の紋章,Vortex Crest,Crista do Vórtex,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
強襲爪,Rising Dragon Talon,Garra de Dragão Elevante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スパイククロー,Spiked Claw,Garra Espinhada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サイズクロー,Scythe Claw,Garra de Foice,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒曜の爪,Obsidian Claw,Garra de Obsidiana,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブレイドクロー,Blade Claw,Garra de Lâmina,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンリブ,Dragon Rib,Tripa de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の肉味噌,Dragon Meat Paste,Pasta de Carne de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アルカンシェル,Arc-en-Ciel,Arc-en-Ciel,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
視殺の魔眼,Evil Eye of Death,Olho Malígno da Morte,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔竜の大角,Magic Dragon Horn,Chifre de Dragão Mágico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
羅針鱗,Orientation Scales,Escamas de Orientação,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
飛燕鱗,Unladen Swallow Scales,Escamas de Andorinha Leve,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーミングスケイル,Homing Scales,Escamas Teleguiadas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
紅蓮のうろこ,Crimson Scales,Escamas Carmesim,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ギブリスケイル,Ghibli Scales,Escamas de Ghibli,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ボーラスケイル,Bora Scales,Escamas de Bora,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
カムシーンスケイル,Khamsin Scales,Escamas de Khamsin,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ユミルの涙,Ymir's Tear,Lágrimas de Ymir,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トールレイジ,Thor's Rage,Ira de Thor,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ディープドゥーム,Deep Doom,Aniquilação Profunda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブラッドジュエリー,Blood Jewel,Jóia de Sangue,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
蛍火,Firefly Fire,Fogo de Vagalume,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
怨念の塊,Cursed Soul,Alma Almadiçoada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダークマター,Dark Matter,Matéria Negra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
暗闇のマント,Abyss Cloak,Capa do Abismo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
悪魔の右腕,Demon's Right Arm,Braço Direito do Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
悪魔の左腕,Demon's Left Arm,Braço Esquerdo do Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
悪魔のひづめ,Demon's Hoof,Casca de Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
不滅銀,Eternal Silver,Prata Eterna,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
オリハルコン,Orichalcum,Oricalcum,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
電気骨,Electric Bone,Osso Elétrico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
稲妻石,Lightning Stone,Pedra do Trovão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スプリントセル,Sprinter Cell,Célula Corredora,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大粒の真珠,Giant Pearl,Pérola Gigante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クラーケンファング,Kraken Fang,Presa do Kraken,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
メタボライザー,Metabolizer,Metabolizador,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブリッツオブイービル,Bullets of Evil,Balas do Malígno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ムーンパール,Moon Pearl,Pérola da Lua,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
破砕骨,Pulverizing Bone,Osso Pulverizante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アサルトミサイル,Assault Missile,Míssel de Investida,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シルフィードアロートップ,Sylphide's Arrowhead,Ponta Flecha da Sylphide,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
しっぱホルダー,Lucky Tail,Cauda Sortuda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
空の小箱,Empty Box,Caixa Vazia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
火ネズミの毛皮,Firemouse Fur,Pêlo de Ratos de Fogo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
悪魔のパラボラ,Demon's Parabola,Parabola de Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
こうもりのマント,Bat Cloak,Capa de Morcego,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
グリフォンの爪,Griffon Talon,Garra de Grífo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
穿孔のくちばし,Drilling Beak,Bico Perfurante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
銀枠のカズラ,Silver Vine Frame,Quadro do Vinhedo Prateado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
湖面の鏡,Mirror of the Lake,Espelho do Lago,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ネジ巻き,Wind-up Screw,Parafuso Virado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フェイタルシード,Fatal Seed,Semente Fatal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ちいさな花,Tiny Flower,Florzinha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
リリィ,Lily,Lilica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スズラン,Weeping Lily,Lírio Choroso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
グラジオラス,Gladiolus,Gladiolus,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レナス人形・アンバー,Amber Lenneth,Lenneth de Âmbar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レナス人形・メタリック,Metallic Lenneth,Lenneth Metálica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レナス人形・クリスタル,Crystal Lenneth,Lenneth de Cristal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トゥルサード,Truthade,Truthade,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
インセンス,Incense,Incenso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の掌,Dragon Palm,Palma do Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
跳ね馬の銅像,Prancing Horse,Cavalo Prançante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青磁のひよこ,Celadon Chick,Pinto Celadão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ルビーのミツバチ,Ruby-Eyed Bee,Abelha de Olhos-Rubi,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
緑柱石の腕輪,Beryl Bracelet,Bracelete de Béril,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤銅の鏡,Red Copper Mirror,Espelho do Cobre Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青銅の鏡,Blue Bronze Mirror,Espelho Bronze Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青い人形,Blue Doll,Boneca Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
緑の子猫,Green Kittens,Felinos Verdes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドチェリー,Red Cherry,Cereja Vermelha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブルーアップル,Blue Apple,Maçã Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
闇の祭器,Dark Votive Cup,Copo Preto Votivo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
狩剣ヒルド,Hildr's Sword,Espada de Hildr,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
誓剣オートクレイル,Hauteclaire,Hauteclaire,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クロスグリーブ,Cloth Greaves,Grevas de Linho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ナイトグリーブ,Knight Greaves,Grevas de Cavaleiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レザーブーツ,Leather Boots,Botas de Couro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マジックブーツ,Magic Boots,Botas Mágicas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ワークブーツ,Work Boots,Botas de Trabalho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
お守り,Charm,Charme,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ロイヤルグローブ,Royal Glove,Luva Real,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガンデーヴァ,Gandeeva,Gandeeva,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
オレイカルコスの杖,Oreichalkos Staff,Cajado Oreichalkos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スルーズの手甲,Thrud's Gauntlet,Manopla de Thrud,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
神剣ランドグリーズ,Randgrid's Blade,Lâmina de Randgrid,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アルヴィトの光鎧,Alvitr's Armor,Armadura de Alvitr,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
親父のコボルトシャツ,Allfather Kobold Shirt,Camiseta Kobold do Todo-Pai,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
両面テープの欠片,Double-sided Tape,Fita Dupla-face,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
英知のヅラ,Wisdom Wig,Peruca da Sabedoria,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クンクニル,Gungnear,Gungnear,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竹竿,Bamboo Pole,Varão de Bambu,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
寄せてあげるアレ,Push-up Thingamajig,Coisa de Flexão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フレイキャップ,Freya's Cap,Touca da Freya,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クリスタルボール,Crystal Ball,Bola de Cristal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
戦乙女のコボルトメイル,Valkyrie Kobold Mail,Cota de Valquíria Kobold,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダイキャストランス,Die-cast Lance,Lança de Zamac,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ひのきのぼう,Cypress Quarterstaff,Cajado de Cipreste,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
実用書,Self-help Manual,Manual de Auto-Ajuda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
鉄パイプ,Iron Pipe,Cano de Ferro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ハム☆スター,Ham-Star,Estrela-Hamster,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ひまわりのたね,Sunflower Seed,Semente de Girassol,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミラクルガード,Miracle Guard,Guarda Milagrosa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フィラクトヘルム,Phylactic Helm,Elmo Filáctico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ウロボロスシンボル,Ouroboros Symbol,Símbolo de Ouroboros,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アフロヘッド,Afro Puffs,Cachos Afro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ふるびたペンダント,Antique Pendant,Pingente Antigo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大根,Radish,Rabaneta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
鋼鉄のヘアーバンド,Steel Hairband,Tiara de Aço,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヘタれたコボルトシャツ,Depressing Kobold Shirt,Camiseta Depressiva do Kobold,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
三枚目の証,Third Proof,Terceira Prova,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
疾風のバンダナ,Winded Bandanna,Bandana Sem Fôlego,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
新品のガイドブック,New Item Catalog,Catálogo de Novos Itens,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ツンツンのヅラ,Wigged-out Wig,Peruca Agitada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
紫の鏡,Purple Mirror,Espelho Púrpura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ちいさな虫,Tiny Bugs,Insetinhos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァルキリーフェイバー,Valkyrie Favor,Favor da Valquíria,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
裂刀ファーウェル,"Slashing Sword ""Farewell""","Espada Cortante ""Passar-Bem""",6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
バハムートティア,Bahamut Tear,Lágrima de Bahamute,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンスレイヤー改,Improved Dragonslayer,Mata Dragões Melhorada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
不死者の剣,Undead Sword,Espada Desmorta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
賢者の石の破片,Philosopher's Pebble,Pedrita Filosofal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホムンクルスの種,Homunculus Seed,Semente de Homúnculo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大いなる教書,Monster Manifesto,Monstro Manifesto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
闇の法衣,Dark Cleric Robes,Vestimentas do Clérigo Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虐げられし者の剣,Sword of the Meek,Espada dos Oprimidos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
